,artist,title,tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
105,franz halász,cançons populars: cançons populars: el testament d'amèlia,07LWnpMdekmEjaipVc0PV7,0.535,0.0557,2,-20.807,0,0.0512,0.992,0.939,0.127,0.45,132.494
106,"carl philipp emanuel bach, various artists","sonata in g major, wq.62/19 : 2. andante",7zCStnRYUXXUybn2tX1QmW,0.444,0.00655,11,-31.751,0,0.0422,0.994,0.869,0.0675,0.341,97.541
107,"william boyce, ross pople",symphony no. 7 b flat major: moderato,18y3vpQJhdgna3lx75lsy1,0.61,0.0588,7,-24.909,0,0.0536,0.98,0.895,0.158,0.58,134.51
108,"felix mendelssohn, philippe cassard","songs without words, op. 67, no. 3 in b-flat major: andante tranquillo",0QgKSCaOjfBkMLxNlI2VpB,0.411,0.0248,10,-27.683,1,0.064,0.996,0.941,0.0702,0.0567,88.882
109,"camille saint-saëns, pascal rogé","le carnaval des animaux, r.125: 4. tortues",5OzKjqcRA9Liij96vHgIyS,0.208,0.00875,10,-37.23,1,0.0361,0.981,0.969,0.0756,0.0911,83.034
110,"françois couperin, iddo bar-shaï","le rossignol-en-amour: 14ème ordre, 3ème livre",2UOsrF7Ihl6nxNYU8wMhLM,0.395,0.0167,9,-31.916,1,0.0402,0.993,0.951,0.0735,0.371,64.801
111,"wilhelm friedemann bach, carl philipp emanuel bach chamber orchestra","sinfonia in f major, fk 67 ""dissonant"": iv. menuet no. 1 - menuet no. 2",5CfhrXtZ1II9jl8BV1v1a2,0.396,0.04,5,-23.976,1,0.0424,0.925,0.866,0.132,0.171,122.305
112,"pyotr ilyich tchaikovsky, mari kodama","the sleeping beauty suite, op. 66a, th 234 (arr. s. rachmaninoff): iv. panorama",5j727Nhk1HDNflsWfEWZGE,0.498,0.0206,7,-31.92,1,0.0337,0.994,0.924,0.105,0.165,105.048
113,david greilsammer,"suite in d minor, hwv 447: allemande",6k0PPC5BDLBvkBcikB3BBv,0.499,0.051,2,-32.684,0,0.0509,0.995,0.916,0.0949,0.56,73.782
114,max richter,vladimir's blues,1gVXTJVSekOTCH8hhibcqi,0.393,0.17,9,-21.919,1,0.0692,0.995,0.854,0.105,0.0691,115.227
115,"johann sebastian bach, paul dombrecht","suite no. 2 in a minor, bwv 1067: suite no. 2 in b minor, bwv 1067: ii. rondeau",42zODXOqKVHzOI7sN9ZFnn,0.421,0.14,8,-20.289,0,0.038,0.855,0.0629,0.192,0.513,35.903
116,various artists,"orpheo ed euridice, wq. 30, act ii: dance of the blessed spirits",0dBrAUVh913i6ZsQw3ya69,0.236,0.0965,2,-25.503,0,0.0524,0.966,0.976,0.134,0.0736,66.73
117,"johann baptist vanhal, toronto chamber orchestra","symphony in g major, bryan g6: ii. andante molto grazioso",3DruXfuowq2uyM9FkTt6A4,0.317,0.0123,2,-30.127,1,0.0463,0.955,0.404,0.172,0.153,73.514
118,"frédéric chopin, nikolai lugansky",chopin: 24 preludes op. 28: no. 7 in a major,7xrs7lNCLYp4j6O4Vv4Kgz,0.475,0.00201,9,-32.196,1,0.123,0.995,0.913,0.057,0.281,68.06
119,"erik satie, bruno fontaine","pièces froides: ii. airs à faire fuir, modestement",3hUepKDdsvTQ3tr8LU4Lwq,0.493,0.00885,7,-34.261,1,0.0795,0.995,0.856,0.0875,0.201,73.332
120,"wolfgang amadeus mozart, various artists","horn concerto no.3 in e flat, k.447: 2. romanze (larghetto)",0E0MCO1Hqq87nWeJlPRG0P,0.209,0.0154,8,-26.938,1,0.0433,0.993,0.941,0.0957,0.12,68.312
121,maría dolores gaitán,"goyescas: no. 4, quejas o la maja y el ruiseñor",6atRyANLH0oHhhQFP9dzoP,0.402,0.0798,6,-19.753,0,0.055,0.992,0.958,0.0915,0.0396,68.349
122,"ludwig van beethoven, jonathan biss","piano sonata no.20 in g major, op. 49 no.2: ii. tempo di menuetto",688T7aVGomCvoPqH4YL9yc,0.291,0.0573,7,-28.273,1,0.0382,0.99,0.901,0.135,0.428,137.489
123,"erik satie, alessandro deljavan",3 gymnopedies: no. 2. lent et triste,6cYiVbPLYKEikRkjPmqW44,0.58,0.00172,2,-32.045,0,0.102,0.994,0.92,0.0665,0.318,64.489
124,"modest mussorgsky, various artists",une larme,2ZSnZs3Fzt639wrC0VEeFd,0.376,0.0337,7,-30.001,1,0.0509,0.995,0.955,0.0667,0.194,60.671
125,"wolfgang amadeus mozart, la grande écurie et la chambre du roy","les petits riens, k. anh. 10/299b: gavotte",1oINJUWROwSmP7Z3S9056B,0.149,0.0342,7,-27.21,1,0.0485,0.8,0.238,0.314,0.0394,61.655
126,emmanuel pahud,"molino: duo no. 3, op. 16: i. andantino",15ZcZqeTTpIy7RDs8P8DuH,0.238,0.0414,7,-25.18,1,0.0452,0.983,0.742,0.0989,0.325,167.186
127,"franz liszt, joseph banowetz","6 chants polonais, s. 480: no. 2, frühling (wiosna, spring) [after chopin's op. 74]",7jBaUnodzhFJCMaPRC4cD7,0.407,0.00616,7,-35.91,0,0.0384,0.994,0.949,0.0721,0.162,95.761
128,"robert schumann, various artists","carnaval, op. 9: xii. chopin",6Q4RxugUBulJqgtUCVyGWZ,0.355,0.00699,10,-35.655,0,0.0499,0.992,0.937,0.0993,0.0671,72.707
129,"antonio vivaldi, claudio scimone","vivaldi: la cetra, violin concerto in a minor, op. 9 no. 5, rv 358: ii. allegro",4VcIHB8XuS3Zrj5YpjyOgn,0.398,0.173,9,-17.447,0,0.0469,0.883,0.119,0.158,0.573,123.956
130,"edvard grieg, mikhail pletnev","grandmother's minuet, op.68, no.2",1vYFCFBj0daMe0xn5kmTqy,0.579,0.0346,7,-27.968,1,0.064,0.991,0.884,0.133,0.601,131.14
131,"robert schumann, jonathan biss",davidsbündlerltänze op.6: xiv zart und singend,3rzwGepRS2pjTwvhBvMmiz,0.286,0.00451,3,-35.607,1,0.0386,0.992,0.969,0.125,0.0541,135.483
132,"dmitri shostakovich, bbc philharmonic","the gadfly suite, op. 97a: viii. romance: allegro moderato - andante con moto",2fMn5KBVhGlBQZTGrSBeZ7,0.0636,0.0344,1,-29.329,1,0.0503,0.918,0.484,0.0941,0.0353,65.937
133,"pietro locatelli, ensemble violini capricciosi","introduzione teatrale in f major, op. 4: ii. andante",27apRDnKAwsCCj6xtAfezu,0.174,0.0576,4,-22.991,0,0.0459,0.895,0.695,0.526,0.126,80.33
134,"ludwig van beethoven, quatuor ébène","beethoven: string quartet no. 7 in f major, op. 59 no. 1, ""razumovsky"": iv. allegro (russian theme)",7LeXP6y9a1QNc4gH2wBhIs,0.423,0.344,5,-13.491,1,0.0457,0.948,0.0899,0.115,0.329,117.941
135,"claude debussy, zoltán kocsis",deux arabesques l. 66: no. 1 andante con moto,0wzx81yxokwlQbDDKvpQz5,0.383,0.0165,4,-27.446,1,0.0349,0.994,0.912,0.0666,0.0505,68.463
136,"franz liszt, joseph banowetz","mendelssohns lieder, s. 547: auf flugeln des gesanges (from op. 34, no. 2)",3Mb9IoWbfxU27yEdxAUEDp,0.304,0.0143,8,-30.75,1,0.0404,0.99,0.938,0.106,0.126,148.583
137,"johann sebastian bach, paul dombrecht","suite no. 1 in c major, bwv 1066: v. menuet i & ii alternativement",0haHc00ZASyUwuuHG9TjP5,0.416,0.136,11,-16.265,1,0.0321,0.825,0.822,0.53,0.521,130.095
138,"johann sebastian bach, murray perahia","partita no. 1 in b-flat major, bwv 825: v. menuet i & ii",2efsatoWRINqBXizkqvqCu,0.344,0.0577,10,-32.24,1,0.0461,0.995,0.9,0.0998,0.491,145.486
139,"frédéric chopin, idil biret","études, op. 10: etude no. 6 in e-flat minor, op. 10, no. 6",0INQsl5MqK2Fv8bufKLVKn,0.223,0.00266,11,-37.342,1,0.0362,0.992,0.984,0.0759,0.0721,64.528
140,"dmitri shostakovich, various artists","piano concerto no. 1 in c minor, op. 35: ii. lento",3KHNMiH125wqD2I47oxmvp,0.142,0.0194,0,-26.577,1,0.0509,0.925,0.642,0.0807,0.0355,67.598
141,"josef mysliveček, concerto köln","overtures for 2 horns, 2 oboes and strings / overture no.2 in a: 2. andante",53AakQpVIWcCatzHM95hHU,0.317,0.0457,11,-24.325,0,0.0345,0.866,0.308,0.118,0.13,101.404
142,stephen kovacevich,schubert: 12 deutsche taenze (laendler) d790: no. 3,1CHQi15gSzPMiP7hAaY9Nd,0.18,0.00675,4,-38.873,1,0.0485,0.996,0.897,0.093,0.224,141.099
143,"johann sebastian bach, andrás schiff","invention no.8 in f, bwv779",1Vlg7jbnx0TQv9pOxJJKQc,0.412,0.224,5,-24.522,1,0.0422,0.987,0.904,0.107,0.965,124.466
144,"johann sebastian bach, simone dinnerstein","invention no. 14 in b-flat major, bwv 785",3kE3KZiHM0nim6t34J9Hqf,0.286,0.13,10,-25.877,1,0.0356,0.984,0.888,0.138,0.727,107.24
145,"frédéric chopin, alexandre tharaud","chopin: mazurka no. 13 in a minor, op. 17 no. 4",2WHjgyoLvARZjvWUpPICBC,0.309,0.0572,9,-24.712,0,0.0435,0.995,0.863,0.0754,0.0397,70.63
146,"johann sebastian bach, paul dombrecht","suite no. 2 in a minor, bwv 1067: suite no. 2 in b minor, bwv 1067: vi. menuet",3WfNlYSnHMouFvmpzJOzbJ,0.486,0.157,8,-19.078,0,0.0375,0.772,0.906,0.147,0.619,124.737
147,"claude debussy, jean-yves thibaudet","préludes / book 1, l.117: 1. danseuses de delphes",5BWcP5slHUid88ERsxEN4a,0.606,0.00367,5,-30.117,1,0.0892,0.994,0.887,0.0737,0.0551,130.925
148,"george frideric handel, john eliot gardiner","handel : suite in f major hwv348, 'water music' : v andante",6AG7ekfWoiYTY6gyiEebCN,0.236,0.0261,1,-27.025,0,0.0454,0.944,0.404,0.159,0.137,88.551
149,ivo pogorelich,"24 préludes, op. 28: 8. molto agitato in f-sharp minor",4l9cn16iKTWOsOzzshHURv,0.272,0.0755,6,-27.086,0,0.036,0.995,0.842,0.089,0.0558,65.575
150,"wolfgang amadeus mozart, jenő jandó","piano sonata no. 12 in f major, k. 332: ii. adagio",2y2JgBXBIo5RGoWJFHyCzr,0.344,0.0116,10,-31.318,1,0.0428,0.995,0.923,0.0977,0.28,77.997
151,giuseppe costa,"sentire nel grembo del suono, pt. seconda",4jAnPxwJEzNVyBHSYalGoS,0.491,0.00138,6,-36.653,1,0.0805,0.994,0.944,0.0665,0.277,80.254
152,"franz joseph haydn, alfred brendel","adagio in f, h.xvii no.9",2flTBot4ASXNZPNOHuKrwv,0.522,0.0104,5,-29.551,1,0.0704,0.994,0.945,0.0648,0.158,71.095
153,sir neville marriner,"bach, js / orch. marriner: was mir behagt, ist nur die muntre jagd, bwv 208: ix. schafe können sicher weiden",3l6N2ekLMeS8sCkrPDX3o0,0.25,0.0817,10,-22.315,1,0.0436,0.959,0.943,0.123,0.18,109.384
154,daniel blumenthal,"sonatine in d major, op. 32: i. allegro moderato",61XIyC7pKZ2qmYigXkQy3d,0.483,0.0282,2,-30.288,1,0.0695,0.995,0.879,0.0677,0.223,127.515
155,"domenico scarlatti, lucas debargue","sonata in g major, k. 14",4DKqMOwIT6intD0n92lMhG,0.363,0.219,7,-21.54,1,0.0504,0.995,0.895,0.17,0.936,91.221
156,yiruma,waltz in c minor (only for piano),6L6TuOAEZHf93tJULIjQrj,0.377,0.0725,0,-22.218,0,0.0584,0.993,0.912,0.174,0.0472,67.547
157,"george frideric handel, john eliot gardiner",handel : concerto grosso in f major op.3 no.4a : ii andante,1SSaWY93eyPcEOtDyMaMab,0.356,0.0828,4,-19.069,1,0.0372,0.973,0.149,0.107,0.375,104.302
158,"franz schubert, andreas staier","variations on an original theme in a-flat major, d. 813, op. 35: vi. variation v",2PNQn586IZGtwOAKwtEFBn,0.441,0.00839,3,-36.798,1,0.0288,0.984,0.946,0.152,0.114,66.48
159,"georg philipp telemann, various artists","ouverture-suite in d minor, twv 55:d2: ii. rondeau",5i640tjpGNKyvSaYP3eEwC,0.71,0.0959,2,-19.506,0,0.0376,0.895,0.0987,0.105,0.704,83.113
160,"herbert von karajan, semyon bychkov",les noces de jeanette - opéra-comique: air du rossignol,6fqXx67EOQOLEQHFA5ZnBY,0.328,0.0594,8,-25.017,1,0.0456,0.974,0.897,0.094,0.0936,85.478
161,"ludwig van beethoven, leonidas kavakos",iii. tempo di menuetto,5zenMly9YbUD2FyjjmBddb,0.489,0.037,10,-20.198,1,0.0495,0.948,0.65,0.115,0.357,122.785
162,"georg philipp telemann, various artists","overture-suite in b-flat major, twv 55:b1: vii. menuet",7F3IsTcyMOdoEaG7yXyL0N,0.443,0.101,9,-17.314,1,0.0341,0.955,0.936,0.117,0.408,139.169
163,"johann sebastian bach, simone dinnerstein","sinfonia no. 5 in e-flat major, bwv 791",2AQH0HED8J5G3vsYMlIrxw,0.363,0.0322,0,-26.755,0,0.045,0.994,0.858,0.0848,0.269,68.945
164,"natalia lomeiko, yuri zhislin","8 pieces, op. 83 (arr. for violin, viola & piano): no. 2, allegro con moto",1xWTaBLkw6T758GCLXNubf,0.215,0.0765,11,-22.954,0,0.0413,0.987,0.726,0.104,0.148,101.812
165,"georg philipp telemann, nevermind","nouveaux quatuors parisiens, quatuor no. 6 in e minor, twv 43:e4: ii. gay",2MyWdPMQtipdlfGAff5tHM,0.371,0.0814,10,-19.738,0,0.0416,0.933,1.82e-05,0.32,0.32,120.264
166,"ludwig van beethoven, danish string quartet","string quartet no. 13 in b-flat major, op. 130: 2. presto",786kICuQgqMoMds0kaK1wa,0.462,0.0805,10,-22.99,0,0.043,0.911,0.701,0.272,0.384,85.534
167,"tomaso albinoni, paul dombrecht","concerto a cinque no. 2, op. 9: i. allegro e no presto",3Rxp9OMUjOrUTRNSIqS3NY,0.334,0.265,1,-14.075,0,0.0462,0.822,0.772,0.0543,0.507,169.477
168,"georg philipp telemann, various artists","ouverture-suite in d minor, twv 55:d2: v. sarabande",3etJfG58ulqDBqjih4kExx,0.236,0.0851,2,-21.154,0,0.0532,0.878,0.435,0.311,0.0869,111.491
169,slovak radio symphony orchestra,3 gymnopedies (orch. debussy): gymnopedie no. 2,2euauaTvztPp2Ae6rCeTri,0.092,0.0239,7,-31.457,1,0.0488,0.936,0.902,0.18,0.0541,67.289
170,"gabriel fauré, christine croshaw","3 romances sans paroles, op. 17: no. 3, andante moderato in a-flat major",0rU4dLUSToe7uQUfaFCoda,0.373,0.0241,8,-30.749,1,0.0487,0.995,0.9,0.112,0.0884,64.098
171,"françois couperin, iddo bar-shaï","sœur monique: 18ème ordre, 3ème livre",5CBXjtjqToJ3sw0nCPdVDU,0.354,0.0669,5,-26.154,1,0.0395,0.989,0.936,0.0827,0.316,70.603
172,"johann sebastian bach, simone dinnerstein","invention no. 15 in b minor, bwv 786",780jjHwChQfMDSMDtnnRDR,0.383,0.213,9,-24.169,1,0.0543,0.991,0.91,0.152,0.351,69.842
173,"georg philipp telemann, neumeyer consort","ouverture-suite in g major, twv 55:g4 ""les nations anciennes et modernes"": vii. les danois anciens",6mTNu7JmkRwCHiPpdn0co3,0.489,0.0174,6,-18.839,1,0.0339,0.822,1.33e-06,0.294,0.343,103.006
174,"johann sebastian bach, murray perahia","french suite no.6 in e major, bwv 817: 6. petit menuet",1PKtmIPgEg6mb1t473ljnc,0.337,0.116,4,-27.543,1,0.0557,0.993,0.916,0.108,0.739,76.491
175,franz liszt,"liebestraume, s541/r211 : no. 3: nocturne in a-flat major",6GzMz3s0K1YKwRVI36CgRx,0.343,0.0342,8,-25.591,1,0.0406,0.991,0.92,0.1,0.0378,60.228
176,"moscow soloists, yuri bashmet","serenade for strings in c major, op. 48: ii. walzer: moderato, tempo di valse",7uf3aFC1msj0t5cYImgOWy,0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325
177,"tafelmusik baroque orchestra, jeanne lamon","dardanus, rct 35: menuets i-ii",2pj7upod2G3og9YhQFIGWs,0.312,0.119,1,-17.218,1,0.0425,0.97,0.877,0.0735,0.389,80.637
178,"antonín dvořák, libor pesek/czech philharmonic orchestra/royal liverpool philharmonic orchestra","dvořák: czech suite in d major, op. 39, b. 93: iv. romanza",4IDn6FlDFosueSOH0mfExb,0.108,0.0439,7,-28.888,1,0.0425,0.969,0.959,0.105,0.0494,69.395
179,"the scottish baroque ensemble, leonard friedman",haydn: twelve little divertimenti: menuet: un poco allegretto,2K01jEOja47eLwJsh1j3ZK,0.255,0.0534,4,-27.366,1,0.0585,0.974,0.319,0.109,0.227,142.695
180,"johann sebastian bach, simone dinnerstein","invention no. 1 in c major, bwv 772",3pfdjnHlyKoLd6UYYrifWs,0.314,0.209,9,-26.784,0,0.0453,0.994,0.902,0.0873,0.75,127.999
181,"johann sebastian bach, wolfgang rübsam","keyboard partita no. 3 in a minor, bwv 827: i. fantasia",493tbX9u03FgPm0oWRhr2b,0.189,0.0251,9,-33.882,0,0.0494,0.993,0.931,0.0809,0.515,72.383
182,"frédéric chopin, franz liszt","chopin / arr. liszt: 6 polish songs, s. 480: i. mädchens wunsch (after chopin, op. 74 no. 1)",3NmwMJzy7LyHoiS2nTR9y2,0.18,0.0869,7,-29.371,1,0.036,0.983,0.918,0.084,0.194,76.178
183,"carl philipp emanuel bach, berliner barock solisten","symphony for strings and continuo in g major, wq 182 no. 1/h. 667: ii. andante",0sBxiapItglRiRSrGNN5a5,0.327,0.0727,7,-21.493,0,0.0473,0.923,0.0417,0.27,0.111,129.135
184,"wolfgang amadeus mozart, christoph soldan","piano concerto no. 11 in f major, k. 413 (version for piano & string quintet): ii. larghetto",6ggGRC2oom1Ixs1N8BQUOJ,0.341,0.107,10,-19.95,1,0.0327,0.979,0.724,0.129,0.213,99.729
185,various artists,"string quartet in f major, op. 3, no. 5, hob. iii:17: ii. andante cantabile",0rbLwE28ejXKqJLgxCuS6K,0.34,0.149,0,-18.16,1,0.0437,0.657,0.00491,0.138,0.248,104.839
186,"francesco geminiani, concerto köln","concerto grosso, op. 2, no. 2 in c minor: iv. allegro",2nnHeikmjEkrVUwBG3OtmK,0.519,0.112,11,-21.159,0,0.0387,0.885,0.0678,0.111,0.647,124.662
187,various artists,le cou de la girafe (generique),34QmuV2t1NrMieAZptjsyA,0.405,0.248,0,-13.329,0,0.0295,0.963,0.882,0.19,0.411,166.176
188,piano piano,op. posth.: walzer - a-moll,2Ag1nZjZ5tGgepkxW5jaMn,0.357,0.134,9,-20.948,0,0.0539,0.988,0.887,0.0745,0.106,74.632
189,"georg philipp telemann, various artists","ouverture-suite in d minor, twv 55:d2: viii. menuet ii. doucement",2c8keEZtTmhetir5FfMRvT,0.622,0.0242,5,-22.653,1,0.0484,0.956,0.948,0.106,0.654,125.187
190,"peter warlock, various artists",capriol suite: 2. pavane,0TdQHun30WaK9rMdTatrcU,0.219,0.0481,7,-25.628,0,0.0484,0.875,0.788,0.301,0.037,75.229
191,"robert schumann, vladimir feltsman","album for the young, op. 68: 6. armes waisenkind",1jrCgWRvMGiDYUKgXs99Q4,0.647,0.0167,9,-33.118,0,0.125,0.995,0.895,0.0791,0.44,65.227
192,"johann sebastian bach, christiane jaccottet","lute suite in e major, bwv 1006a: v. bourrée (transcr. manuel barrueco)",51AOXq8GZUlaDKLq6ob3u4,0.436,0.322,4,-23.901,1,0.0513,0.953,0.896,0.174,0.98,87.281
193,czech chamber philharmonic,sinfonia iii c major - ii - andantino,7sXBqTxQpPcHqYw19scS0S,0.362,0.055,5,-22.259,1,0.0482,0.98,0.664,0.0965,0.328,144.802
194,ludwig van beethoven,"klavierkonzert nr. 5 es-dur, op. 73: piano concerto no. 5 in e-flat major, op. 73, ""emperor"": ii. adagio un poco mosso",1etUvMGwtrWXqCjm3JR6X7,0.256,0.0186,11,-28.795,1,0.0369,0.99,0.885,0.0735,0.0443,88.123
195,various artists,"orfeo ed euridice - vienna version (1762), wq. 30; wotg/liebg i.a.30 / act 2 / scene 2: ballo. andante (danza degli spiriti beati) - live",1hluAwU22UEZOQQf3qxwxH,0.149,0.0524,0,-26.153,1,0.0421,0.934,0.157,0.122,0.225,82.722
196,"ignatz waghalter, irmina trynkos","violin sonata in f minor, op. 5: i. allegro appassionato",1TiQvHbi4WjMY5XgQFac4D,0.256,0.0685,5,-21.464,0,0.0437,0.963,0.0105,0.102,0.0743,78.399
197,"johann sebastian bach, andrás schiff","french suite no.2 in c minor, bwv 813: 5a. menuet i",1s7uL4RzSQCIgTZOhUaILn,0.359,0.0588,3,-28.659,1,0.0402,0.99,0.953,0.171,0.786,69.953
198,"sergei rachmaninoff, giuseppe andaloro","10 preludes, op. 23: no. 5 in g minor, alla marcia",6ci1JhOLf21Xih6nkbKcWU,0.325,0.366,7,-12.389,0,0.0349,0.971,0.873,0.099,0.286,106.723
0,various artists,hello,3Hc5FvTzjtxF7DmOK6MaXV,0.757,0.899,6,-4.301,1,0.0442,0.029,1.82e-05,0.303,0.558,105.163
1,various artists,pump me up,3koPhZBQ9zWxOhgabspnmg,0.789,0.933,5,-6.699,0,0.0324,0.153,0.0,0.0542,0.962,108.995
2,alison hinds,born wit it (bumpa riddim),47JAnoEyucOxF3vHoIGs4U,0.94,0.902,4,-3.135,1,0.0717,0.123,0.0,0.367,0.938,116.066
3,destra,lucy,3xpnKNuV6IZxgMIIJLeLKX,0.77,0.94,6,-3.153,0,0.0496,0.0147,0.0,0.108,0.857,123.002
4,various artists,workey workey,7vaNB9GdsURzeSEJ5uXldO,0.745,0.893,8,-4.657,1,0.0408,0.0146,0.341,0.135,0.882,109.032
5,david rudder,calypso music,4dwCppS8jnWDzDUSH8hYBG,0.781,0.693,0,-11.34,0,0.0632,0.453,0.0,0.0419,0.869,100.427
6,various artists,sugar bum bum,3kPRC8UTj9RR5uGoM12PNc,0.678,0.624,5,-15.466,0,0.0462,0.669,0.366,0.121,0.967,114.002
8,super blue,get something and wave,7cVz6KrWFpmXKwplmHIRgd,0.448,0.754,8,-11.318,1,0.0475,0.0515,0.000136,0.0573,0.96,162.433
9,various artists,lorraine,1YLDdjAlgyEY5nypow82Va,0.662,0.912,11,-7.058,1,0.0441,0.131,2.96e-05,0.288,0.927,124.558
10,various artists,i dare you,6JCm0aU8GlfiwyWzha3eHL,0.792,0.912,4,-5.997,1,0.0541,0.00693,0.000943,0.177,0.971,111.963
11,kes,savannah grass,7aWK2UmGXMeOAfcVMxj8NX,0.708,0.879,8,-5.222,1,0.0419,0.00351,3.44e-05,0.106,0.37,124.946
12,various artists,trinidad,0LtVseDA9P0Vo3mKRn6DkS,0.759,0.858,9,-4.626,1,0.254,0.00143,0.0,0.0365,0.641,155.295
13,various artists,tremble it,6TUZWNUZnBo9fxfdD5Hc7s,0.725,0.902,11,-6.391,0,0.136,0.029,0.032,0.134,0.967,155.029
14,david rudder,trini 2 de bone,37U6SWpjdUNLmdbneCeVSP,0.835,0.886,10,-4.184,1,0.0989,0.00373,0.0,0.0991,0.557,110.964
15,various artists,thunder,4x210VRNZyMIyjwuMsqYbg,0.402,0.77,7,-5.721,1,0.095,0.133,0.0,0.0351,0.917,179.077
16,various artists,movin to de left,5Mp9zveDmaceWyodJ5WGfO,0.707,0.951,10,-5.316,1,0.222,0.112,1.58e-06,0.111,0.961,140.07
17,various artists,wukking up,4IXdZ1ko9XR6G4PM9xAZNW,0.702,0.925,8,-4.983,1,0.0333,0.00561,0.0,0.313,0.925,112.001
18,machel montano,craziness,5Bunj5XOX1ojVpgWMraiBk,0.818,0.965,7,-6.438,1,0.176,0.138,0.00136,0.408,0.911,156.012
19,farmer nappy,hookin' meh,7a3UBZZ4md9nJUDQbxqk7W,0.844,0.958,11,-3.666,1,0.0727,0.161,0.0,0.301,0.935,106.006
20,various artists,dollar wine,5TziApF38UZnlpgOJ008sN,0.716,0.951,7,-4.521,1,0.0381,0.0234,2.31e-06,0.0583,0.877,123.879
21,various artists,blame it (on de music),5NPytt77xDitWfE98UeEDV,0.629,0.928,0,-6.265,1,0.0317,3.7e-05,0.000199,0.04,0.687,110.011
22,various artists,this is how,3QNeQhmzrpna9BBu8niDLi,0.647,0.93,0,-5.904,1,0.0306,0.0197,0.000973,0.0712,0.976,134.147
23,david rudder,the hammer,5YpbrgU7v8QalNZJv1B9fY,0.785,0.763,10,-11.537,1,0.145,0.147,0.0,0.04,0.918,117.167
24,alison hinds,togetherness,6h50FEEAl85KK8GJvN7rRe,0.623,0.908,8,-2.836,1,0.0693,0.111,0.0,0.211,0.646,155.966
25,mighty sparrow,congo man - n/a,50rJYV2tNLeaI1ROMbgXyz,0.72,0.638,0,-9.836,1,0.122,0.119,0.0,0.125,0.93,169.31
26,various artists,body water,3LKnTJqisnDLNzaMBIxwCg,0.803,0.741,10,-6.443,0,0.0511,0.0133,0.0,0.0729,0.789,116.049
27,various artists,tay lay lay,134k1h3GaQ8QZY6XnnjCLu,0.624,0.931,7,-4.846,1,0.232,0.0446,0.0,0.318,0.605,77.567
28,various artists,carnival,1onPy0sa2R4jqSx5zFlEff,0.82,0.95,2,-3.617,1,0.0668,0.0149,0.0,0.111,0.945,150.024
29,ultimate rejects,full extreme,7cRPmS5EeTdWPjgNiDep8e,0.781,0.899,11,-4.363,0,0.052,0.0657,0.0,0.0575,0.476,127.787
30,various artists,gee me the ting,6Suw9xTZ8o3Rs3qczgMtCG,0.681,0.795,0,-10.851,1,0.0808,0.242,3.55e-05,0.222,0.93,102.403
31,various artists,big belly man,552bqW6i9i7oleuikwU7jg,0.813,0.959,3,-4.986,0,0.0944,0.036,0.0,0.0711,0.77,142.025
32,various artists,nani wine,67nNlpQ2skJNnSZ9G5q0E7,0.79,0.818,0,-6.883,0,0.147,0.0177,0.00158,0.047,0.576,128.056
33,machel montano,wining season (remix) (feat. shaggy),2XarXxbztfFGrFaEhdQRyy,0.796,0.964,8,-2.647,1,0.189,0.182,0.0,0.17,0.916,111.988
34,various artists,thelma,5ZPN4WWRRN0R0QavqpVV7i,0.828,0.823,10,-7.525,0,0.198,0.0166,0.0837,0.328,0.816,138.025
35,various artists,"follow the leader, leader",5dSyyEkLtuirZgxqt1E7fz,0.794,0.975,1,-7.552,1,0.0858,0.000715,9.19e-05,0.958,0.573,144.045
36,various artists,swing the engine,2p4vSyFzJaKvq5ZOyHilGx,0.742,0.892,0,-5.816,1,0.0452,0.00204,0.00369,0.104,0.534,139.872
37,machel montano,big truck,2YH84hlyInKrhJupJQMGtj,0.449,0.869,7,-8.855,1,0.189,0.139,0.0,0.112,0.464,75.268
38,"farmer nappy, nadia batson",so long,3VMqM5ryQlsQEH3CWSLLhQ,0.859,0.93,6,-3.793,1,0.103,0.155,1.05e-06,0.117,0.962,105.964
39,shadow,bassman,0OxXxJVW6h5NwAR71GLCuE,0.849,0.829,11,-9.88,0,0.0445,0.263,0.000123,0.0601,0.881,117.932
40,various artists,ethel,3F4T8gO9jvZP8p2kfQKWJ6,0.722,0.818,4,-9.37,0,0.129,0.532,0.0,0.453,0.867,125.286
41,various artists,long time,0jXbojsGFpX0mjfdVuIzOC,0.735,0.94,5,-5.445,1,0.082,0.0182,0.00037,0.0934,0.932,124.786
42,various artists,doh back back,43P9uBVBo2Vpc7XsmJNBhq,0.77,0.917,7,-5.294,1,0.0476,0.0563,0.000175,0.0341,0.971,128.139
43,byron lee & the dragonaires,chutney bachannal,0TNFNPM8DtDuzQtak9FirP,0.795,0.899,6,-8.351,0,0.0875,0.335,4.71e-05,0.189,0.904,139.819
44,various artists,party start,0aL5KresMZGVevr5xnPqoZ,0.689,0.881,0,-8.085,1,0.0958,0.0466,7.7e-06,0.296,0.966,154.999
45,various artists,de river,5FcWpanb1uSr5RGb0y9Pz1,0.69,0.815,8,-9.394,1,0.0927,0.0139,0.000124,0.0604,0.904,76.976
